10,2,1.871
10,4,3.207
11,2,1.79
11,4,3.223
12,2,1.866
12,4,3.222
13,2,1.883
13,4,3.319
14,2,1.87
14,4,3.281
15,2,1.828
15,4,3.245
16,2,1.864
16,4,3.304
17,2,1.903
17,4,3.267
18,2,1.807
18,4,3.277
18,6,2.039
19,2,3.53
19,4,2.949
19,6,3.048
20,4,2.938
20,6,2.972
21,4,2.964
21,6,3.021
22,4,3.394
22,6,2.977
23,4,3.768
23,6,3.687
24,4,4.083
24,6,3.894
8,2,1.679
9,2,1.658
9,4,2.074
